entity_id,preferred_english_title,suggested_urdu_title,canonical_key,language_group,occurrence_count,variant_count,relationship_edge_count,parent_names,child_names,main_path_order,source_ids,source_pages,source_refs_sample,known_or_suggested_wikidata_qid,notability_score_0_100,deletion_risk_score_0_100,page_class,simplewiki_recommendation,urduwiki_recommendation,wikidata_recommendation,duplicate_risk_flag,suspect_entity_reason,privacy_review_required,suggested_categories_en,suggested_categories_ur,draft_context_summary,all_variants_pipe
ENT_383509B319,Imam Hasan,Imam Hasan,imam hasan,en,6,1,1,Prophet Muhammad ( )bin Hazrat Abdullah,,,SRC002,SRC002 p.103; SRC002 p.107; SRC002 p.6,SRC002 p.103 line 52; SRC002 p.107 line 10; SRC002 p.107 line 45; SRC002 p.6 line 20,Q334783,69,31,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Shia Imams | Ahl al-Bayt,ائمہ اہل بیت | اہل بیت,Recorded parent(s): Prophet Muhammad ( )bin Hazrat Abdullah | Context: → Imam Hasan (peace be upon him) / Imam Husayn (peace be upon him) (line,Imam Hasan
ENT_0BBC5D8FB1,Syed Kabir Shah,Syed Kabir Shah,kabir shah,en,6,1,2,Syed Sharaf ud Din Shah,Syed Qutb Shah,38,SRC002,SRC002 p.11; SRC002 p.87; SRC002 p.95,SRC002 p.11 line 17; SRC002 p.87 line 8; SRC002 p.87 line 9; SRC002 p.87 lines 6-18; SRC002 p.95 line 22,,68,32,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,Recorded parent(s): Syed Sharaf ud Din Shah | Recorded child/children: Syed Qutb Shah | Main lineage path order: 38 | Context: → son of Syed Kabir Shah (RA),Syed Kabir Shah
ENT_EAAB14D817,Syed Jalaluddin Hussain Jahaniyan Jahan Gasht Naqvi Albukhari,Syed Jalaluddin Hussain Jahaniyan Jahan Gasht Naqvi Albukhari,jalaluddin husayn jahaniyan jahan gasht naqvi bukhari,en,3,1,1,Syed Ahmed Kabir,,,SRC002,SRC002 p.110,SRC002 p.110 line 6,Q6748867,67,33,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Ahmed Kabir | Context: Syed Jalaluddin Hussain Jahaniyan Jahan Gasht Naqvi Albukhari,Syed Jalaluddin Hussain Jahaniyan Jahan Gasht Naqvi Albukhari
ENT_444122D5FB,Syed Aleem ud Din,Syed Aleem ud Din,aleem uddin din,en,3,1,2,Syed Jalal ud Din,Syed Nizam ud Din,27,SRC002,SRC002 p.87,SRC002 p.87 line 19; SRC002 p.87 line 20; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Jalal ud Din | Recorded child/children: Syed Nizam ud Din | Main lineage path order: 27 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Aleem ud Din
ENT_58638DA14D,Syed Ali al-Muayyad,Syed Ali al-Muayyad,ali al muayyad,en,3,1,2,Syed Jafar,Syed Qutb Kamal,19,SRC002,SRC002 p.87,SRC002 p.87 line 27; SRC002 p.87 line 28; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Jafar | Recorded child/children: Syed Qutb Kamal | Main lineage path order: 19 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Ali al-Muayyad
ENT_C45DDF5A04,Syed Jalal ud Din,Syed Jalal ud Din,jalal uddin din,en,3,1,2,Syed Ilm ud Din Bukhari,Syed Aleem ud Din,26,SRC002,SRC002 p.87,SRC002 p.87 line 20; SRC002 p.87 line 21; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Ilm ud Din Bukhari | Recorded child/children: Syed Aleem ud Din | Main lineage path order: 26 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Jalal ud Din
ENT_F84CE08476,Syed Jalal ud Din Haider,Syed Jalal ud Din Haider,jalal uddin din haider,en,3,1,2,Syed Safi ud Din,Syed Ilm ud Din,30,SRC002,SRC002 p.87,SRC002 p.87 line 16; SRC002 p.87 line 17; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Safi ud Din | Recorded child/children: Syed Ilm ud Din | Main lineage path order: 30 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Jalal ud Din Haider
ENT_7CF5F82F66,Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht),Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht),jalal uddin din husayn makhdoom jahanian jahan gasht,en,3,1,2,Syed Sultan Ahmed Kabir,Syed Mahmood Nar Nasir ud Din,23,SRC002,SRC002 p.87,SRC002 p.87 line 23; SRC002 p.87 line 24; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,Recorded parent(s): Syed Sultan Ahmed Kabir | Recorded child/children: Syed Mahmood Nar Nasir ud Din | Main lineage path order: 23 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht)
ENT_F4F0A7C060,Syed Jalal ud Din Surkh Posh Bukhari,Syed Jalal ud Din Surkh Posh Bukhari,jalal uddin din surkh posh bukhari,en,3,1,2,Syed Qutb Kamal,Syed Sultan Ahmed Kabir,21,SRC002,SRC002 p.87,SRC002 p.87 line 25; SRC002 p.87 line 26; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,Recorded parent(s): Syed Qutb Kamal | Recorded child/children: Syed Sultan Ahmed Kabir | Main lineage path order: 21 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Jalal ud Din Surkh Posh Bukhari
ENT_805277F46A,Syed Mahmood Nar Nasir ud Din,Syed Mahmood Nar Nasir ud Din,mahmood nar nasir uddin din,en,3,1,2,Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht),Syed Ilm ud Din Bukhari,24,SRC002,SRC002 p.87,SRC002 p.87 line 22; SRC002 p.87 line 23; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Jalal ud Din Hussain (Makhdoom Jahanian Jahan Gasht) | Recorded child/children: Syed Ilm ud Din Bukhari | Main lineage path order: 24 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Mahmood Nar Nasir ud Din
ENT_6A49933660,Syed Nizam ud Din,Syed Nizam ud Din,nizam uddin din,en,3,1,2,Syed Aleem ud Din,Syed Safi ud Din,28,SRC002,SRC002 p.87,SRC002 p.87 line 18; SRC002 p.87 line 19; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Aleem ud Din | Recorded child/children: Syed Safi ud Din | Main lineage path order: 28 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Nizam ud Din
ENT_6A94F5D42B,Syed Safi ud Din,Syed Safi ud Din,safi uddin din,en,3,1,2,Syed Nizam ud Din,Syed Jalal ud Din Haider,29,SRC002,SRC002 p.87,SRC002 p.87 line 17; SRC002 p.87 line 18; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,Recorded parent(s): Syed Nizam ud Din | Recorded child/children: Syed Jalal ud Din Haider | Main lineage path order: 29 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Safi ud Din
ENT_E833429C8C,Syed Shams ud Din Shah,Syed Shams ud Din Shah,shams uddin din shah,en,3,1,2,Syed Jahangir Shah,Syed Sharaf ud Din Shah,36,SRC002,SRC002 p.87,SRC002 p.87 line 10; SRC002 p.87 line 11; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,Recorded parent(s): Syed Jahangir Shah | Recorded child/children: Syed Sharaf ud Din Shah | Main lineage path order: 36 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Shams ud Din Shah
ENT_A3797F23D8,Syed Sharaf ud Din Shah,Syed Sharaf ud Din Shah,sharaf uddin din shah,en,3,1,2,Syed Shams ud Din Shah,Syed Kabir Shah,37,SRC002,SRC002 p.87,SRC002 p.87 line 10; SRC002 p.87 line 9; SRC002 p.87 lines 6-18,,64,36,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,Recorded parent(s): Syed Shams ud Din Shah | Recorded child/children: Syed Kabir Shah | Main lineage path order: 37 | Context: Syed Ameer Ali Shah ibn Syed Haider Shah ibn Syed Qutb Shah ibn Syed Kabir Shah ibn Syed Sharaf ud Din Shah ibn Syed Shams ud Din Shah ibn Syed Jahangir Shah ibn Syed Yar Shah Haider ibn Syed Shah Nizam ibn Syed Zain ul Abideen ibn Syed Ilm ud Din ibn Syed Jalal ud Din Haider ibn Syed Safi ud Din ibn Syed Nizam ud Din ibn Syed Aleem ud Din ibn Syed Jalal ud Din ibn Syed Ilm ud Din Bukhari ibn Syed,Syed Sharaf ud Din Shah
ENT_69D2568D6F,Syed Haider Shah,Syed Haider Shah,haider shah,en,15,1,9,Syed Qutb Shah,Syed Ameer Ali Shah | Syed Zamin Ali Shah | Syed Wazeer Ali Shah | Syed Sardar Ali Shah,40,SRC002,SRC002 p.11; SRC002 p.112; SRC002 p.87; SRC002 p.95; SRC002 p.98,SRC002 p.11 line 15; SRC002 p.112 line 25; SRC002 p.112 line 27; SRC002 p.112 line 29; SRC002 p.112 line 31; SRC002 p.112 line 33; SRC002 p.112 line 35; SRC002 p.112 line 37; SRC002 p.87 line 6; SRC002 p.87 line 7; SRC002 p.87 lines 6-18; SRC002 p.95 line 23; SRC002 p.98 line 15,,63,37,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,"Recorded parent(s): Syed Qutb Shah | Recorded child/children: Syed Ameer Ali Shah, Syed Zamin Ali Shah, Syed Wazeer Ali Shah, Syed Sardar Ali Shah | Main lineage path order: 40 | Context: → son of Syed Haider Shah (RA)",Syed Haider Shah
ENT_FE1182DCC5,Syed Shah Nizam,Syed Shah Nizam,shah nizam,en,12,1,6,Syed Zain ul Abideen | Syed Zainulabdeen,Syed Yar Shah Haider,33,SRC002,SRC002 p.11; SRC002 p.111; SRC002 p.87; SRC002 p.95; SRC002 p.98,SRC002 p.11 line 22; SRC002 p.111 line 34; SRC002 p.111 line 36; SRC002 p.111 line 38; SRC002 p.111 line 40; SRC002 p.87 line 13; SRC002 p.87 line 14; SRC002 p.87 lines 6-18; SRC002 p.95 line 21; SRC002 p.98 line 17,,61,39,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,"Recorded parent(s): Syed Zain ul Abideen, Syed Zainulabdeen | Recorded child/children: Syed Yar Shah Haider | Main lineage path order: 33 | Context: → son of Syed Shah Nizam (RA)",Syed Shah Nizam
ENT_F900F392FC,Syed Jahangir Shah,Syed Jahangir Shah,jahangir shah,en,11,1,7,Syed Yar Shah Haider,Syed Shams ud Din Shah | Syed Shamsuddin Shah | Syed Mali Shah,35,SRC002,SRC002 p.11; SRC002 p.111; SRC002 p.87,SRC002 p.11 line 20; SRC002 p.111 line 47; SRC002 p.111 line 49; SRC002 p.111 line 52; SRC002 p.111 line 54; SRC002 p.111 line 56; SRC002 p.87 line 11; SRC002 p.87 line 12; SRC002 p.87 lines 6-18,,60,40,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,"Recorded parent(s): Syed Yar Shah Haider | Recorded child/children: Syed Shams ud Din Shah, Syed Shamsuddin Shah, Syed Mali Shah | Main lineage path order: 35 | Context: → son of Syed Jahangir Shah (RA)",Syed Jahangir Shah
ENT_26093C15EC,Syed Qutb Shah,Syed Qutb Shah,qutb shah,en,10,1,6,Syed Kabir Shah | Syed Kabeer Shah,Syed Haider Shah,39,SRC002,SRC002 p.11; SRC002 p.112; SRC002 p.87,SRC002 p.11 line 16; SRC002 p.112 line 18; SRC002 p.112 line 22; SRC002 p.112 line 25; SRC002 p.112 line 27; SRC002 p.87 line 7; SRC002 p.87 line 8; SRC002 p.87 lines 6-18,,60,40,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Sayyids | Naqvi Bukhari Sadat | Sufi saints of South Asia,سادات | سادات نقوی بخاری | برصغیر کے صوفیاء,"Recorded parent(s): Syed Kabir Shah, Syed Kabeer Shah | Recorded child/children: Syed Haider Shah | Main lineage path order: 39 | Context: → son of Syed Qutb Shah (RA)",Syed Qutb Shah
ENT_12BBDDD5BD,Sayyid Mohabbat Ali,Sayyid Mohabbat Ali,mohabbat ali,en,46,3,13,Syed Nafees Ali,Syed Umeed Ali | Syed Naseer Ali | Syed Shabab Ali | Syed Niyaz Ali | Syed Ejaz Ali | Syed Jawed Ali,,SRC001 | SRC002,SRC001 p.14; SRC001 p.16; SRC001 p.17; SRC002 p.112; SRC002 p.113; SRC002 p.114; SRC002 p.2; SRC002 p.21; SRC002 p.24; SRC002 p.26; SRC002 p.31; SRC002 p.33; SRC002 p.35; SRC002 p.40; SRC002 p.69; SRC002 p.71; SRC002 p.75; SRC002 p.81,SRC001 p.14 line 30; SRC001 p.16 line 16; SRC001 p.17 line 27; SRC002 p.112 line 57; SRC002 p.113 line 30; SRC002 p.113 line 32; SRC002 p.113 line 34; SRC002 p.113 line 36; SRC002 p.113 line 38; SRC002 p.113 line 40; SRC002 p.113 line 42; SRC002 p.113 line 44; SRC002 p.113 line 56; SRC002 p.113 line 68; SRC002 p.114 line 12; SRC002 p.114 line 4; SRC002 p.2 line 15; SRC002 p.21 line 15; SRC002 p.24 line 32; SRC002 p.26 line 10; SRC002 p.31 line 22; SRC002 p.33 line 30; SRC002 p.35 line 9; SRC002 p.40 line 14; SRC002 p.69 line 4; SRC002 p.71 line 23; SRC002 p.75 line 20; SRC002 p.81 line 16,,58,42,DRAFTSPACE_ONLY,Draftspace only; do not move to mainspace before adding stronger independent sources,Draftspace only; do not move to mainspace before adding stronger independent sources,"Possible after duplicate/QID review; add only sourced, minimal, non-private claims",duplicate_risk,,no,Sayyids | Naqvi Bukhari Sadat,سادات | سادات نقوی بخاری,"Recorded parent(s): Syed Nafees Ali | Recorded child/children: Syed Umeed Ali, Syed Naseer Ali, Syed Shabab Ali, Syed Niyaz Ali, Syed Ejaz Ali | Context: 11. Syed Hafeez Ali and Syed Mohabbat Ali: Identity and Adaptation",Syed Mohabbat Ali | Syed Muhabbat Ali | Sayyid Mohabbat Ali
